strategy,item_type,evidence_recall@1,page_hit@1,evidence_recall@3,page_hit@3,evidence_recall@5,page_hit@5,evidence_recall@8,page_hit@8,evidence_mrr,budgeted_evidence_recall@1,budgeted_page_hit@1,budgeted_evidence_recall@3,budgeted_page_hit@3,budgeted_evidence_recall@5,budgeted_page_hit@5,budgeted_evidence_recall@8,budgeted_page_hit@8,budgeted_evidence_mrr,anchor_evidence_recall@5,items
scope_hybrid_rrf_rerank_jiwar,mcq,0.5935422602089269,0.6253561253561254,0.773741690408357,0.8133903133903134,0.8186134852801519,0.8589743589743589,0.8214624881291548,0.8589743589743589,0.693755935422602,0.5935422602089269,0.6253561253561254,0.773741690408357,0.8133903133903134,0.8186134852801519,0.8589743589743589,0.8214624881291548,0.8589743589743589,0.693755935422602,0.7953466286799621,702
scope_hybrid_rrf_rerank_mq,criteria_qa,0.5271386430678466,0.6106194690265486,0.7572271386430678,0.8495575221238938,0.8309734513274337,0.9203539823008849,0.8575221238938053,0.9646017699115044,0.6831226295828066,0.5271386430678466,0.6106194690265486,0.7572271386430678,0.8495575221238938,0.8309734513274337,0.9203539823008849,0.8575221238938053,0.9646017699115044,0.6831226295828066,0.8309734513274337,113
scope_hybrid_rrf_rerank_mq,free_text_qa,0.57,0.645,0.71125,0.8,0.79625,0.8675,0.85875,0.92,0.6720386904761905,0.57,0.645,0.71125,0.8,0.79625,0.8675,0.85875,0.92,0.6720386904761905,0.79625,400
scope_hybrid_rrf_rerank_mq,mcq,0.540360873694207,0.6396011396011396,0.7355175688509022,0.8048433048433048,0.7946343779677113,0.8589743589743589,0.8570750237416903,0.9102564102564102,0.6594339302672636,0.540360873694207,0.6396011396011396,0.7355175688509022,0.8048433048433048,0.7946343779677113,0.8589743589743589,0.8570750237416903,0.9102564102564102,0.6594339302672636,0.7946343779677113,702
scope_hybrid_rrf_rerank_mq_jiwar,criteria_qa,0.5825958702064896,0.6283185840707964,0.8466076696165192,0.8761061946902655,0.8761061946902655,0.9026548672566371,0.8761061946902655,0.9026548672566371,0.7289085545722713,0.5825958702064896,0.6283185840707964,0.8466076696165192,0.8761061946902655,0.8761061946902655,0.9026548672566371,0.8761061946902655,0.9026548672566371,0.7289085545722713,0.8309734513274337,113
scope_hybrid_rrf_rerank_mq_jiwar,free_text_qa,0.61625,0.6625,0.77375,0.8275,0.82875,0.8725,0.82875,0.8725,0.7041249999999999,0.61625,0.6625,0.77375,0.8275,0.82875,0.8725,0.82875,0.8725,0.7041249999999999,0.79625,400
scope_hybrid_rrf_rerank_mq_jiwar,mcq,0.6134852801519468,0.6452991452991453,0.7780151946818613,0.8190883190883191,0.820750237416904,0.8660968660968661,0.820750237416904,0.8689458689458689,0.7040598290598291,0.6134852801519468,0.6452991452991453,0.7780151946818613,0.8190883190883191,0.820750237416904,0.8660968660968661,0.820750237416904,0.8689458689458689,0.7040598290598291,0.7946343779677113,702
scope_hybrid_rrf_rerank_mq_pageagg_jiwar,criteria_qa,0.56047197640118,0.6194690265486725,0.8053097345132744,0.831858407079646,0.8097345132743363,0.831858407079646,0.8097345132743363,0.831858407079646,0.6902654867256637,0.56047197640118,0.6194690265486725,0.8053097345132744,0.831858407079646,0.8097345132743363,0.831858407079646,0.8097345132743363,0.831858407079646,0.6902654867256637,0.7592920353982301,113
scope_hybrid_rrf_rerank_mq_pageagg_jiwar,free_text_qa,0.58875,0.6425,0.74125,0.8,0.75875,0.805,0.76125,0.805,0.66675,0.58875,0.6425,0.74125,0.8,0.75875,0.805,0.76125,0.805,0.66675,0.7275,400
scope_hybrid_rrf_rerank_mq_pageagg_jiwar,mcq,0.6035137701804368,0.6381766381766382,0.7495251661918328,0.801994301994302,0.7808641975308641,0.8205128205128205,0.7808641975308641,0.8205128205128205,0.6846866096866097,0.6035137701804368,0.6381766381766382,0.7495251661918328,0.801994301994302,0.7808641975308641,0.8205128205128205,0.7808641975308641,0.8205128205128205,0.6846866096866097,0.7573599240265907,702
scope_hybrid_rrf_rerank_pageagg_jiwar,criteria_qa,0.5619469026548672,0.6371681415929203,0.827433628318584,0.8584070796460177,0.831858407079646,0.8584070796460177,0.831858407079646,0.8584070796460177,0.6991150442477876,0.5619469026548672,0.6371681415929203,0.827433628318584,0.8584070796460177,0.831858407079646,0.8584070796460177,0.831858407079646,0.8584070796460177,0.6991150442477876,0.772566371681416,113
scope_hybrid_rrf_rerank_pageagg_jiwar,free_text_qa,0.58125,0.635,0.73625,0.7825,0.76125,0.7975,0.76375,0.7975,0.6632916666666666,0.58125,0.635,0.73625,0.7825,0.76125,0.7975,0.76375,0.7975,0.6632916666666666,0.73125,400
scope_hybrid_rrf_rerank_pageagg_jiwar,mcq,0.5963912630579298,0.6282051282051282,0.7502374169040835,0.792022792022792,0.7723171889838556,0.7991452991452992,0.7723171889838556,0.8005698005698005,0.6791073124406458,0.5963912630579298,0.6282051282051282,0.7502374169040835,0.792022792022792,0.7723171889838556,0.7991452991452992,0.7723171889838556,0.8005698005698005,0.6791073124406458,0.7459639126305793,702
