item_id,model_id,mode,NF4,BF16
clinical_astra_b06_007,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b06_008,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_008,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b06_008,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_008,microsoft/phi-4,no_rag,0.0,1.0
clinical_astra_b06_009,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_009,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b06_009,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b06_009,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b06_009,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b06_009,meta-llama/Llama-3.2-1B-Instruct,no_rag,1.0,0.0
clinical_astra_b06_009,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b06_010,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_010,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b06_010,google/gemma-3-12b-it,no_rag,0.0,1.0
clinical_astra_b06_010,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b06_010,google/gemma-4-12B-it,no_rag,0.0,1.0
clinical_astra_b06_010,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b06_010,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_010,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b06_011,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_011,XHToken/Spark-X2.5-4B,no_rag,0.0,1.0
clinical_astra_b06_011,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b06_011,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_011,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b06_012,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_012,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b06_012,google/gemma-3-12b-it,no_rag,0.0,0.0
clinical_astra_b06_012,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b06_012,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_012,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_012,microsoft/phi-4,no_rag,0.0,0.0
clinical_astra_b06_013,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_013,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b06_013,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b06_013,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b06_013,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_013,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b06_014,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_014,google/gemma-3-12b-it,no_rag,0.0,1.0
clinical_astra_b06_014,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b06_014,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b06_014,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b06_015,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_015,XHToken/Spark-X2.5-4B,no_rag,0.0,1.0
clinical_astra_b06_015,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b06_015,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b06_015,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b06_015,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b06_015,meta-llama/Llama-3.2-1B-Instruct,no_rag,1.0,1.0
clinical_astra_b06_015,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b06_016,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_016,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b06_016,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b06_016,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b06_016,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b06_016,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b06_016,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_016,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b06_017,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_017,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b06_017,google/gemma-3-12b-it,no_rag,1.0,1.0
clinical_astra_b06_017,google/gemma-3-27b-it,no_rag,1.0,1.0
clinical_astra_b06_017,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b06_017,meta-llama/Llama-3.1-8B-Instruct,no_rag,0.0,1.0
clinical_astra_b06_018,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_018,XHToken/Spark-X2.5-4B,no_rag,0.0,0.0
clinical_astra_b06_018,google/gemma-3-12b-it,no_rag,0.0,1.0
clinical_astra_b06_018,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b06_018,meta-llama/Llama-3.1-8B-Instruct,no_rag,1.0,1.0
clinical_astra_b06_018,meta-llama/Llama-3.2-1B-Instruct,no_rag,0.0,0.0
clinical_astra_b06_018,microsoft/phi-4,no_rag,0.0,1.0
clinical_astra_b06_019,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_019,XHToken/Spark-X2.5-4B,no_rag,1.0,1.0
clinical_astra_b06_019,meta-llama/Llama-3.2-1B-Instruct,no_rag,1.0,1.0
clinical_astra_b06_019,microsoft/phi-4,no_rag,1.0,1.0
clinical_astra_b06_020,Qwen/Qwen3.8-27B,no_rag,1.0,1.0
clinical_astra_b06_020,google/gemma-3-12b-it,no_rag,1.0,0.0
clinical_astra_b06_020,google/gemma-4-12B-it,no_rag,1.0,1.0
clinical_astra_b06_020,microsoft/phi-4,no_rag,1.0,1.0
